,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
43,0.3,0.3,0.3,0.25,0.35,0.29,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",conservative_majority
28,0.3,0.3,0.3,0.3,0.28,0.32,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",conservative_majority
47,0.3,0.31,0.31,0.26,0.31,0.34,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",conservative_majority
57,0.29,0.3,0.3,0.27,0.33,0.28,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",conservative_majority
31,0.29,0.3,0.3,0.22,0.36,0.29,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",conservative_majority
41,0.29,0.3,0.3,0.27,0.32,0.29,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",conservative_majority
24,0.29,0.3,0.3,0.21,0.35,0.3,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'lemma')",conservative_majority
18,0.29,0.3,0.3,0.25,0.23,0.38,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",conservative_majority
15,0.29,0.29,0.29,0.3,0.28,0.29,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",conservative_majority
12,0.29,0.3,0.3,0.28,0.39,0.22,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",conservative_majority
2,0.29,0.29,0.29,0.31,0.24,0.3,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg',)",conservative_majority
45,0.28,0.29,0.29,0.27,0.33,0.25,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'lemma')",conservative_majority
51,0.28,0.29,0.29,0.19,0.34,0.32,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",conservative_majority
1,0.28,0.29,0.29,0.26,0.36,0.23,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc',)",conservative_majority
25,0.28,0.28,0.28,0.27,0.27,0.3,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",conservative_majority
22,0.28,0.29,0.29,0.26,0.32,0.26,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",conservative_majority
3,0.26,0.28,0.28,0.2,0.24,0.35,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_subjobg',)",conservative_majority
0,0.25,0.26,0.26,0.21,0.3,0.26,"{'C': 100, 'class_weight': 'balanced'}","('liwc',)",conservative_majority
